,key,translation
1499,gameand,81784
1500,guy,77
1501,crown,3454
1502,yeager,38633
1503,pledge,6328
1504,heads,650
1505,lending,15187
1506,bogart-type,70667
1507,make,78
1508,paglian,96374
1509,bee-sting,69511
1510,hijacking,19719
1511,abban,46075
1512,frightens,15082
1513,sharpener,60201
1514,emotional,2746
1515,rustling,24618
1516,soylent,104880
1517,altar,3548
1518,slippers-did,104126
1519,marchin,91209
1520,bands,7364
1521,overseas,13344
1522,whites,2740
1523,crowded,6422
1524,banner,10226
1525,scarab,59812
1526,wagon,4881
1527,basically,1769
1528,yugi,38656
1529,catling,72599
1530,throw,232
1531,henning,35403
1532,stark,3392
1533,tin-weed,108172
1534,elijah,6833
1535,cleaners,9444
1536,fled,5048
1537,in-depth,53618
1538,gone,319
1539,pyahnitsa,99315
1540,ape-napped,67793
1541,procedure,4943
1542,stethoscope,29523
1543,stopped,974
1544,ferson,51340
1545,pathétique,96769
1546,garsh,81871
1547,really,79
1548,gora,82751
1549,spain,6619
1550,eligibility,50785
1551,nick,1614
1552,al-jazeera,46313
1553,tarnation,12013
1554,sex,80
1555,manlier,91137
1556,crook,952
1557,energon,34768
1558,squabbling,32617
1559,ofjerks,95239
1560,jingle-jingles,87441
1561,squandered,15361
1562,column,5328
1563,abundantly,30108
1564,portugal,26407
1565,inner,4639
1566,sidewalk,4144
1567,t'lan,37986
1568,capable,1913
1569,best,266
1570,warm,1508
1571,treks,62280
1572,crafted,17658
1573,personwho,97196
1574,atom,16130
1575,thy,2853
1576,'almost,64058
1577,good,82
1578,wretchedly,33048
1579,pukefest,58653
1580,striking,8463
1581,exaltation,40723
1582,smears,26697
1583,suffice,14822
1584,smoke.,104335
1585,ring-burner,100815
1586,tretonin,38203
1587,less,624
1588,brains,638
1589,lapeni,89137
1590,farnish,79595
1591,continents,23606
1592,stay,324
1593,dorr,27857
1594,scrundown,43837
1595,failings,18590
1596,monument,15217
1597,say,83
1598,itwitsy,86993
1599,adore,9430
1600,gutted,5614
1601,bugaboo,39645
1602,giggle,8261
1603,bedpans,39371
1604,ru-ba-ru,101220
1605,person,378
1606,material,4069
1607,newry,31880
1608,downgraded,77450
1609,schwanzstucker,29324
1610,leary,26074
1611,lebowskl,42137
1612,rainbird,22804
1613,sola,17375
1614,black-eyed,13988
1615,implodes,53602
1616,wightham,63433
1617,unslept-in,110103
1618,direspect,76695
1619,entrusting,23802
1620,rogering,43687
1621,clumsy,2351
1622,cooked,3938
1623,cloaks,15544
1624,darth,13606
1625,khym,54435
1626,niobe,28894
1627,jitters,26015
1628,seams,43846
1629,superdreadnoughts,61332
1630,hand,210
1631,mccabe,42435
1632,renato,32287
1633,number,710
1634,assorted,18337
1635,alwaysasking,67258
1636,ls,42316
1637,plastic,1755
1638,kill-quick,88227
1639,bench-press,69734
1640,wad,10396
1641,ranzan,99762
1642,cursed,845
1643,locket,31619
1644,gawddamned,31106
1645,village,1346
1646,bonzo,25298
1647,struecker,61174
1648,11th,23259
1649,bad-tempered,27293
1650,librians,55099
1651,manure,3115
1652,dereliction,34489
1653,clowned,73667
1654,/to,65581
1655,kraken,21031
1656,sigs,60419
1657,orta,57455
1658,shallow,4871
1659,lssp,55366
1660,them,84
1661,06.11.2008,65610
1662,bodyguards,12763
1663,cybertronian,34376
1664,now,85
1665,repays,37258
1666,psychosexual,21307
1667,muttered,2568
1668,manwho,36227
1669,shifters,32490
1670,levon,28605
1671,intense,6767
1672,impudent,12887
1673,first.,22249
1674,doppelganger,6510
1675,hackton,41329
1676,real,236
1677,dhabi,22127
1678,chase,1618
1679,lifeline,21068
1680,thinking,441
1681,sorities,104798
1682,itby,86954
1683,god,86
1684,plunging,15879
1685,pursuit,6541
1686,-let,25102
1687,hooker,1152
1688,subgroups,105956
1689,ammonia,13514
1690,skakki,29427
1691,zombie,1896
1692,jibber,87413
1693,well-fed,23176
1694,alike,7562
1695,life,87
1696,revolvers,100637
1697,switchboard,61434
1698,syd,13044
1699,enough,165
1700,meticulous,17938
1701,completely,490
1702,haycox,35362
1703,jushie,54198
1704,doxorubicin,50393
1705,reps,29213
1706,efron,50700
1707,ass-kicking,10643
1708,demon-killing,76118
1709,kimo,35852
1710,deflects,76002
1711,chooses,7151
1712,slime-producing,104104
1713,falls,1982
1714,respite,37280
1715,ducket,77760
1716,mcdonald,10783
1717,anzor,14920
1718,delgardo,49887
1719,prufrock,58591
1720,alongside,7999
1721,two,88
1722,universe,1808
1723,comes,400
1724,hiroguchis,84908
1725,jacksy,41830
1726,old,89
1727,intruder,5054
1728,representing,17295
1729,atremble,68435
1730,slamming,13017
1731,directs,50136
1732,rappelling,58912
1733,power-drugged,98382
1734,feel,192
1735,freeloading,41014
1736,ofjankholes,95233
1737,straws,24797
1738,......,90
1739,extradite,51118
1740,mcdimplebutt,91554
1741,philanderer,22733
1742,create,2533
1743,serious,899
1744,lewisburg,55077
1745,cools,30598
1746,spice,7337
1747,gives,840
1748,that'ere,107351
1749,errant,23806
1750,deposition,17679
1751,dickon,40349
1752,zaps,45313
1753,louville,55339
1754,coventry,27678
1755,nervous,1512
1756,dedlock,49841
1757,five-footed,80319
1758,dwarfing,77912
1759,carpentry,48536
1760,stormy,16653
1761,total,1164
1762,rosy,19033
1763,redundant,9553
1764,imposed,24079
1765,'fire,38733
1766,thousand-legged,107888
1767,lord,726
1768,bun,11189
1769,rakoczi,99703
1770,enhancing,78572
1771,erectile,8136
1772,goodbye.,41216
1773,drip,10079
1774,gibarian,35146
1775,turn,293
1776,knife,515
1777,caricatured,72401
1778,policymakers,32115
1779,daria,23678
1780,'ca,23236
1781,slammed,3969
1782,represented,9557
1783,mole,3543
1784,communist-themed,74054
1785,roast,4111
1786,eun-su,34809
1787,impurities,35569
1788,jack,573
1789,whispers,9599
1790,no,91
1791,soundjust,104852
1792,angelus,25189
1793,escobarr,78797
1794,bloody,189
1795,scums,29338
1796,smeared,9071
1797,'osmond,64748
1798,sčs,106652
1799,leans,21052
1800,degeni,76020
1801,woes,27017
1802,falthful,79506
1803,something,92
1804,-1,65169
1805,horatio,15700
1806,pump,2942
1807,brooding,14003
1808,oatley,36669
1809,buttheads,33961
1810,burgundy,11472
1811,quickly,1020
1812,haver,84125
1813,sunlight,7875
1814,evil-looking,34822
1815,rooms,3561
1816,sap,6613
1817,madelaine,36158
1818,braking,47986
1819,sex.,32470
1820,geronimo,16339
1821,understand,395
1822,rocketing,100955
1823,casinos,9844
1824,pac,36789
1825,shut,99
1826,pilgrlmage,58074
1827,tailspin,61516
1828,forty-third,80894
1829,matured,24282
1830,sighted,21470
1831,emptied,7083
1832,underachieving,44860
1833,zappa,113281
1834,allies,6890
1835,mentally,1515
1836,kundus,54739
1837,marksmen,42399
1838,fact,448
1839,recount,59036
1840,trucker,14855
1841,monster-truck,56384
1842,out,93
1843,lion,2820
1844,che-hsia,48749
1845,shapes,14293
1846,ghaita,82183
1847,ah-wij,66858
1848,ya,1480
1849,pinot,26374
1850,effeminate,6014
1851,trolleys,38221
1852,schlechtnacht,101985
1853,parsonage,96671
1854,omelettes,36703
1855,seabrook,59956
1856,sincerely,13845
1857,4.a.1,45913
1858,mcnamara,36298
1859,asx,46874
1860,muscular,5672
1861,who,188
1862,unraveled,44914
1863,grumps,52516
1864,gazelle,20830
1865,lookalikes,42248
1866,totell,108572
1867,money,155
1868,vaga-bonds,110421
1869,lejeune,89455
1870,remorseless,29203
1871,mm,4239
1872,gir-r-rl,82280
1873,movie,727
1874,what,94
1875,rohit,29252
1876,turkey,3174
1877,guerre,52536
1878,demonologist,49908
1879,maham,55553
1880,tikkun,108118
1881,light,678
1882,sopranos,14807
1883,arrest,1014
1884,e'il,77977
1885,jake,1894
1886,washbasins,63196
1887,okeydoke,95383
1888,bird–but,70103
1889,reviewed,43635
1890,beretta,15497
1891,low-thieves,90385
1892,drownin'in,77673
1893,undeserved,44871
1894,coleman,10672
1895,unresponsive,38330
1896,d.i.d,49639
1897,naked,479
1898,pelvic,15861
1899,kolymo,88582
1900,depressed,3090
1901,desecration,22117
1902,misogyny,36405
1903,toe-sucking,108325
1904,wound,1529
1905,living,583
1906,syed,32701
1907,gavel,20825
1908,discrimination,14065
1909,available,5117
1910,dibala,50048
1911,excuse,923
1912,bad,95
1913,chanel,13158
1914,arcs,23344
1915,castrated,8011
1916,gina,5341
1917,shakira,37581
1918,sapped,26586
1919,hold,589
1920,mothra,28824
1921,slow,1148
1922,riffing,100761
1923,j-roc,87064
1924,rounds,3914
1925,proselyte,98892
1926,aftershave,27170
1927,visa,13085
1928,loans,15761
1929,silly,281
1930,kickin,17876
1931,brain-fever,71091
1932,unconvincing,62619
1933,every,128
1934,crone,8961
1935,commutes,74058
1936,s.,16588
1937,evidence,1468
1938,perpetuated,57937
1939,famous,1748
1940,st.,4115
1941,lychese,90548
1942,dolphin-hater,77156
1943,forthwith,28077
1944,),325
1945,symbolism,29589
1946,melchie,55973
1947,satchmo,37458
1948,blowup,47740
1949,sign,956
1950,iceman,24061
1951,sexually,1798
1952,onus,36714
1953,silent,1535
1954,lawns,17892
1955,mouse,2355
1956,scold,14284
1957,broody,33897
1958,battle-line,69314
1959,morales,24331
1960,way,96
1961,terminate,7046
1962,corrigan,49346
1963,needra,93868
1964,editor-in-chief,19564
1965,sklodowska,103917
1966,bedspring,69500
1967,crookshanks,22068
1968,watched,1297
1969,thingcame,61871
1970,filth-ridden,80106
1971,baby,242
1972,wolf,1352
1973,hillside,41496
1974,blorch,47725
1975,dramas,27869
1976,never,97
1977,mikhailovich,56148
1978,urethraof,110271
1979,merchant,7108
1980,hiro,9162
1981,appears,3850
1982,fedex,19611
1983,refuse,2058
1984,super-suburban,106245
1985,woman,100
1986,seducing,11691
1987,strat,32657
1988,guy-talk,83363
1989,downright,8661
1990,thom,107845
1991,itoff,86976
1992,mind-boggling,56190
1993,tired,674
1994,spit-curls,105062
1995,treasures,11413
1996,mob,3049
1997,'05,38704
1998,wellfare,111626
1999,goddamn,184
2000,underarns,62630
2001,heinous,6021
2002,children,449
2003,ripley,14275
2004,gagged,12149
2005,fortnight,14116
2006,mericet,91920
2007,carrot,5497
2008,scumble,32436
2009,hae-mi,52659
2010,sex-bomb,60112
2011,beards,10649
2012,indochina,41727
2013,thought,101
2014,100-year-old,38835
2015,plan,661
2016,by-product,23487
2017,cops,445
2018,grass-and-coconut,82910
2019,systematically,23049
2020,palver,57670
2021,dot-dash,50355
2022,son,163
2023,shuddered,13013
2024,strοnger,105821
2025,reputations,20049
2026,mild,8564
2027,stinkin'ass,105570
2028,language,1841
2029,palgemite,96431
2030,staircases,60986
2031,outlined,31970
2032,someone,102
2033,black,104
2034,realised,4984
2035,damned,330
2036,stavut,24780
2037,whiskey,3431
2038,uncarefully,109674
2039,handled,7491
2040,ruled,5979
2041,guys.,83373
2042,foolproof,25741
2043,jacobs,13710
2044,dirty-hot,76713
2045,shot,105
2046,zoot-suiters,113457
2047,winos,112201
2048,frontlines,81272
2049,helpless,2210
2050,magda,12568
2051,dial,6180
2052,nitrogen,14670
2053,rhinoceros,32322
2054,revalescence,100590
2055,girl,106
2056,fallen,2021
2057,emmit,27944
2058,convulsion,49270
2059,jesus-based,28468
2060,hoot,6921
2061,sloping,32551
2062,fetch,9471
2063,vvhere,63103
2064,decision,2303
2065,without,172
2066,trus,62361
2067,schroyer,29323
2068,standardized,105337
2069,acted,3122
2070,egenes,50703
2071,england,1893
2072,yeah,107
2073,cinnamon,10042
2074,anywhere.,46635
2075,three-hunnerd,107923
2076,radiomagnetofon,99612
2077,dreadful-looking,77558
2078,claw-claw,73524
2079,hit,131
2080,poker,3682
2081,techies,107084
2082,eloquent,15046
2083,streamed,29540
2084,island,1118
2085,poisson,58241
2086,eviscerate,27969
2087,stosh,29535
2088,volturi,32972
2089,days.,34419
2090,half-alive,83589
2091,freight,15646
2092,tattoo,3071
2093,waitressin,111132
2094,charmed—i,72900
2095,larezo,54891
2096,tab,29593
2097,destroyed,698
2098,around,108
2099,know.,26043
2100,swimmers,26795
2101,chrissy,19463
2102,muttering,10797
2103,giza,52159
2104,rabbl,99564
2105,'64,38706
2106,running,545
2107,obscured,24394
2108,face,109
2109,flirt,7170
2110,rolls-royce,43693
2111,the,323
2112,repellent,12984
2113,mariane,55712
2114,stanzi,105350
2115,pansy,7728
2116,perp,7625
2117,sheriff,1457
2118,angelina,14919
2119,'wives,65138
2120,scarecrow,5403
2121,swastika,18182
2122,100,1420
2123,meddle,26175
2124,dathok,75685
2125,rawls,15907
2126,unemployment,13903
2127,holmaleeh,85095
2128,treadstone,24904
2129,glue,6760
2130,tapie,38016
2131,much,129
2132,lorde,19821
2133,mdk,55911
2134,big-butt,47522
2135,need,110
2136,battleaxe,69318
2137,edition,17712
2138,twirl,10874
2139,screw-top,102163
2140,strides,24798
2141,instead,500
2142,gawaine,51989
2143,adopt,9101
2144,viagra,5879
2145,o'brian,31919
2146,'hot,45457
2147,packet,11964
2148,caste,18435
2149,1476,45747
2150,unyielding,62746
2151,bek,33682
2152,grinning,3718
2153,fracas,15076
2154,still,111
2155,tarsus,44509
2156,graduation,7178
2157,tarts,13445
2158,freshman,5727
2159,particularly,3212
2160,freedom,2259
2161,seek,2805
2162,witch-killing,112244
2163,grudge,7812
2164,'kenny,64567
2165,shootings,11091
2166,johnnies,41892
2167,carriet,72454
2168,tannen,15384
2169,negotiation—thought,93892
2170,brikes,71291
2171,bellerophon,25259
2172,fellner,51319
2173,sill,32530
2174,sort,783
2175,junkins,31473
2176,yorker,16078
2177,outsmarted,31974
2178,backside,3204
2179,women,167
2180,half-jewish,83662
2181,hindrance,35437
2182,governorship,52348
2183,soul-sucking,60816
2184,goanna,22321
2185,some-damn-thing,104659
2186,chiyo,34114
2187,taking,359
2188,romeo,7528
2189,ways.,63230
2190,mr-1959,93112
2191,9.5,46018
2192,plainest,97767
2193,non-reality,94497
2194,reporters,5977
2195,deformation,40263
2196,bakersfield,30250
2197,example,1815
2198,disagreement,14504
2199,baggy,11767
2200,admired,10903
2201,manoeuvre,28710
2202,one-and-a-half,95531
2203,plantar,58165
2204,arcade,25203
2205,conjured,22030
2206,j-lo,41822
2207,evy,51032
2208,shmaining,103289
2209,popemobile,58308
2210,bengay,27345
2211,this,112
2212,mix,4014
2213,zebedee,45315
2214,magilahorn,55543
2215,happen,602
2216,interchangeable,53746
2217,hotwire,85427
2218,“,645
2219,toashton,108296
2220,osmond,22681
2221,greedy,2018
2222,k.o,54216
2223,shotwell,60360
2224,veit,62916
2225,tung,15408
2226,seminars,24679
2227,bedded,23405
2228,rujan,101288
2229,stylish,15372
2230,fldld,80450
2231,antler,27223
2232,big,113
2233,jews,965
2234,loserdom,55323
2235,barbare,69111
2236,drading,50400
2237,sentries,21439
2238,michalychi,92095
2239,pyramidal,58717
2240,un­der,110177
2241,golinas,82637
2242,apparatus,10914
2243,hice,84680
2244,reeve,59070
2245,ago,434
2246,through,1565
2247,dodie,40432
2248,payroll,13349
2249,khartoum,88133
2250,caracajou,72329
2251,stone,1138
2252,danteho,75609
2253,samantha,7427
2254,old-screenwriter,57303
2255,fahrbotwormhole,79443
2256,dorked,77318
2257,tarylyn,44512
2258,roof-man,101050
2259,nation,2374
2260,jilker,54068
2261,lynched,11606
2262,amorek,46460
2263,chien-lu,48805
2264,nagging,7954
2265,awaythat,68609
2266,ironed,41796
2267,vicinity,9595
2268,eye,528
2269,corps,6063
2270,hra,53364
2271,en-gulfed,78495
2272,slink,29441
2273,firepower,17746
2274,cinema,6060
2275,bally-well,68999
2276,caped,48466
2277,human,393
2278,tosk,62165
2279,positive,5401
2280,true—then,109038
2281,retrieving,59213
2282,opportunity,1797
2283,pickpocket,13782
2284,beechum,27330
2285,ass,114
2286,cicisse,48902
2287,friends,279
2288,authentic,14412
2289,mistic,1317
2290,scant,22883
2291,armor,4661
2292,krieger,13298
2293,pickers,36918
2294,sorry.johnny,104813
2295,scum-tars,102226
2296,doggie,11227
2297,frightful,15648
2298,ten,691
2299,vesper,62952
2300,indiscriminantly,86387
2301,jimbo,15175
2302,cambodians,39731
2303,amongst,5882
2304,another,169
2305,robbery,3427
2306,minotaur,11037
2307,fellate,79887
2308,anchor,8929
2309,kitties,12902
2310,mink,36391
2311,mean,115
2312,fueled,23890
2313,separated,5686
2314,mazatlán,55843
2315,fuing,81490
2316,summer,1801
2317,.bmp,45646
2318,pointy-eared,97999
2319,quagmire,11069
2320,trinita,108930
2321,chips,4186
2322,turbine,16700
2323,sentence,1311
2324,accumulating,33298
2325,two-wheel,109382
2326,erased,7692
2327,cut,116
2328,frontpage,41032
2329,certify,30478
2330,spanko,104922
2331,hundred,932
2332,subtract,19131
2333,definite,22102
2334,pascuala,96701
2335,first,117
2336,retreat,7029
2337,spawning,22984
2338,stitches,7983
2339,land-mine,89102
2340,decorations,9859
2341,grizzled,20865
2342,cally,20541
2343,toast,3246
2344,iil,28449
2345,solomon,15353
2346,oftworld,95288
2347,crashing,7574
2348,grieving,10104
2349,keith,5299
2350,girls,252
2351,kaczynski,54225
2352,interviewd,86683
2353,affiliated,33333
2354,behmen,27334
2355,evil-doer,78997
2356,waved,7050
2357,decent,2283
2358,contracts,14474
2359,thanks,765
2360,zero—and,113369
2361,señor,9225
2362,retakes,100542
2363,musicthis,93363
2364,on,118
2365,stupid,119
2366,wrap,3265
2367,sumnter,106143
2368,blinds,14430
2369,grey-sayed,83044
2370,question,876
2371,ex-mercenaries,51055
2372,hooding,85227
2373,camps,9281
2374,c.l.a.,71984
2375,animators,33451
2376,ten-dollar,61707
2377,hate,193
2378,shaina,102878
2379,toreador,62140
2380,bucka,71488
2381,desmond,9138
2382,sulan-qu,61283
2383,self-styled,29352
2384,weary,9092
2385,samaritan,15940
2386,mulligans,93235
2387,stop,120
2388,fundament,31087
2389,headsoftie,84248
2390,krupkin,35916
2391,percolating,97087
2392,88-mile,66175
2393,nazarene,19906
2394,find,121
2395,jerk-out,41868
2396,processessor,98788
2397,looking,246
2398,vulcan,9258
2399,praising,10820
2400,pasta,9743
2401,exceeded,23815
2402,fremen,7928
2403,beautiful,472
2404,mamma,13313
2405,felt,559
2406,millionaire,7305
2407,schistosomiasis,59842
2408,'bathroom,64113
2409,hatchett,84062
2410,mila,36371
2411,ayrton,46984
2412,cabal,48329
2413,heidiously,84377
2414,claims,3644
2415,willingness,15442
2416,anirudh,46547
2417,be–probably,69903
2418,told,123
2419,archbishop,8622
2420,m-m-m,90618
2421,produces,20002
2422,dick,294
2423,educated,6013
2424,forscreen,80860
2425,minsky,36394
2426,l.c,54780
2427,wheelocks,111814
2428,browns,21940
2429,awful,694
2430,decontamination,40254
2431,traffic,3172
2432,whatever-,111778
2433,breathed,6170
2434,crazy-traditional,49450
2435,and,125
2436,romantic,2426
2437,quitters,21320
2438,chili,6646
2439,to-know-you,44668
2440,silverteeth,103695
2441,imodia,86183
2442,nobodies,16483
2443,korea,7193
2444,headin'right,84233
2445,upstate,26935
2446,stately,18158
2447,hunch…,85634
2448,brrr,71423
2449,....,975
2450,pathetically,8065
2451,zenith,38671
2452,dearth,49800
2453,mesto,56052
2454,yet,489
2455,kidnap-victim,41970
2456,synthesis,44462
2457,dark-haired,14488
2458,benefits,6639
2459,ever,126
2460,oracle-y,95752
2461,wa,26973
2462,marino,14641
2463,battering,23396
2464,mywarning,93486
2465,curse,931
2466,verde,62936
2467,kasper,87947
2468,bunches,33928
2469,lady,430
2470,rocket,3845
2471,naturally,4420
2472,egg-case,78226
